"ID";"ARCHIP";"ISLAND";"LONG";"LAT";"Realm";"Area";"Dist";"SLMP";"Elev";"Lat";"pop";"static_modif";"modif_change";"GDP";"connect";"CP";"TSFI";"SR_nat";"FD_nat";"SES_FD_nat";"PD_nat";"SES_PD_nat";"SR_alien";"FD_alien";"SES_FD_alien";"PD_alien";"SES_PD_alien"
"15596";"West Indies";NA;-77,867414;26,618761;"Panamanian";-0,379795762390546;-1,406920327266;0,255055215992179;-1,43887621051969;0,0599817866304502;0,287731005138443;-0,743677494432893;-0,317785623107429;-0,0374432664644439;0,519883754043083;NA;NA;1,07570326609749;0,626040446915333;0,34132480032144;0,895382499595911;-0,805556403469711;-0,963321382214601;-1,36272848454678;0,448793979388952;-0,554588208670489;1,55163046278783
"15622";"West Indies";NA;-77,847141;26,638981;"Panamanian";-1,04554536522483;-1,39808843477252;0,260360447908611;-1,93902002390713;0,0616144695369452;-0,0119810269321626;-0,743934290192465;-0,317785623107429;-1,47000753957289;0,519883754043083;NA;NA;0,930631087550901;0,576759673206623;-0,0410666751266486;0,676060327077247;-1,19263672509628;-0,963321382214601;-1,36272848454678;0,130282427352053;-0,554588208670489;1,39702520015994
"15633";"West Indies";NA;-78,801316;26,639663;"Panamanian";-0,951134794495981;-1,96921223352925;0,101203490415663;-1,6234644109763;0,0616695382680147;-0,22991168864964;-0,104607282739501;-0,317785623107429;-0,444369159492813;-0,0434282559378816;NA;NA;0,930631087550901;0,576759673206623;0,128226038489876;0,676060327077247;-0,844322605686233;-0,963321382214601;-1,36272848454678;-0,0555169543544902;-0,554588208670489;1,45402732086346
"15644";"West Indies";"Big Lake Cay";-77,351748;26,651188;"Panamanian";-0,987685907351172;-1,19487655300032;0,138340113830684;-1,6234644109763;0,062600135226341;-0,385344936119317;-0,727157197231911;-0,317785623107429;-1,47000753957289;-0,0434282559378816;NA;NA;1,06297778060974;0,682876725128265;0,466117551646942;0,94057720839422;-0,36936553749129;-0,963321382214601;-2,14835869662377;0,304468914581942;-0,814808777563616;0,833006470084836
"15715";"West Indies";NA;-78,452846;26,738425;"Panamanian";-0,968945517675868;-1,72341713743644;0,117119186164958;-1,43887621051969;0,0696441687928042;0,06822909514579;-0,531438735830332;-0,317785623107429;-1,47000753957289;-0,0434282559378816;NA;NA;0,930631087550901;0,576759673206623;0,268428564992366;0,676060327077247;-1,10015022838613;-0,963321382214601;-1,36272848454678;0,360059805175939;-0,554588208670489;1,43062302099989
"15716";"West Indies";NA;-78,284086;26,732256;"Panamanian";-0,414455457710014;-1,62211212121847;0,133034881914253;-1,43887621051969;0,0691460470890373;-0,0147446595266865;0,840131257318727;-0,317785623107429;-1,47000753957289;0,175089041014231;NA;NA;1,06297778060974;0,626040446915333;0,310357675762794;0,885629968976107;-0,5657205620036;-0,963321382214601;-1,36272848454678;0,1592244265434;-0,554588208670489;1,52426251150436
"15718";"West Indies";NA;-78,521648;26,742755;"Panamanian";-0,791642051865376;-1,7679381870768;0,117119186164958;-1,6234644109763;0,0699937987129388;0,135063486279261;-0,535846998524642;-0,317785623107429;-1,47000753957289;-0,0434282559378816;NA;NA;1,21016233769323;0,624179725524396;-0,263051130335447;0,982288691012597;-1,01138035514693;-0,963321382214601;-1,36272848454678;-0,0693986222334007;-0,554588208670489;1,35276577957591
"15741";"West Indies";NA;-78,481478;26,764495;"Panamanian";-0,735578199689429;-1,74193126557678;0,122424418081389;-1,6234644109763;0,0717492154482108;-0,183682860010054;-0,622557171805016;-0,317785623107429;-1,47000753957289;-0,0434282559378816;NA;NA;1,06297778060974;0,626040446915333;0,678137228582743;0,885629968976107;-0,645436783027999;-0,963321382214601;-1,36272848454678;0,0926853444767951;-0,554588208670489;1,43773063089646
"15742";"West Indies";"Water Cay";-78,504974;26,76202;"Panamanian";-0,678861849885672;-1,75724370962663;0,122424418081389;-1,43887621051969;0,0715493692467481;0,186265144511919;-0,604453320387328;-0,317785623107429;-0,0600560720620977;-0,0434282559378816;NA;NA;0,944302714203937;0,576759673206623;-0,0735483373327561;0,695220739930761;-1,03470535875731;-0,963321382214601;-1,36272848454678;0,0951037765707891;-0,554588208670489;1,45775766045474
"15761";"West Indies";"Grand Bahama Island";-78,397972;26,643354;"Panamanian";1,3278962328484;-1,68732845211304;0,021625011669189;-0,623176784201418;0,061967571532499;1,0603982589876;0,855624388310554;0,390731015564366;1,35527041604663;0,901559128869876;-1,39112379503861;NA;1,34643395287008;0,673726928265919;0,00838754365626799;1,14766181076353;-0,605741822757536;-0,615672508560102;-1,08897206101266;-0,191244321004908;-0,433528291432872;0,667422589843324
"15780";"West Indies";"Sandy Harbour";-78,496667;26,813847;"Panamanian";-1,04806544088165;-1,75226581741295;0,133034881914253;-1,93902002390713;0,0757341890783459;-0,245986834082949;-0,665355870437652;-0,317785623107429;-1,47000753957289;-0,0434282559378816;NA;NA;0,902979057981847;0,576759673206623;0,130291206763726;0,665566518829972;-0,839678883461434;-0,963321382214601;-1,36272848454678;0,0373118815532715;-0,554588208670489;1,36202294789388
